ID,Name,Sponsor,Event,Venue,Place,PhysicalDescription,Occasion,Notes,CallNumber,Keywords,Language,Date,Location,LocationType,Currency,CurrencySymbol,Status,PageCount,DishCount
13074,NO NAME,RED STAR LINE - S.S.WESTERNLAND,DINNER,COMMERCIAL,EN ROUTE,BROADSHEET; ILLUS; COL; 5 X 8;,DAILY,MENU HANDWRITTEN; WINE LIST WITH PRICES & RATES OF EXCHANGE ON BACK;,1900-2100,Empty,Empty,1900-02-24,RED STAR LINE SS WESTERNLAND,Empty,FRANCS,FF,COMPLETE,2,55
13075,NO NAME,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FLORIDA",BROADSIDE; ILLUS; COL; 5 X 7;,DAILY,None,1900-2104,Empty,Empty,1900-02-24,TAMPA BAY HOTEL,Empty,UNKNOWN,&&&,COMPLETE,2,47
13076,NO NAME,DISTRICT NO.3 CATHOLIC BENEVOLENT LEGION,ANNUAL DINNER,RELIG,"MARLBOROUGH HOTEL,",BOOKLET;ILL;COL;4.25X6.5;,ANNIVERSARY,LILIES OF THE VALLEY ON FRONT COVER;RIBBON AT LEFT;TOASTS;NAMES,1900-2105,Empty,Empty,1900-02-24,DISTRICT NO.3 CATHOLIC BENEVOLENT LEGION,Empty,UNKNOWN,&&&,COMPLETE,8,21
13077,NO NAME,GRAND TRUNK RAILWAY SYSTEM,WINE LIST,COMMERCIAL,GRAND TRUNK RAILWAY LONDON,CARD;ILL;4.25X7;,DAILY,PHOTOGRAPH AND DESCRIPTION OF THE BRIDGE OVER NIAGARA RIVER ON THE BACK OF WINE LIST CARD,1900-2107,Empty,Empty,1900-02-24,GRAND TRUNK RAILWAY SYSTEM,Empty,DOLLARS,$,COMPLETE,2,33
13078,NO NAME,HOTEL MARIE ANTOINETTE,LUNCHEON,COMMERCIAL,"66TH ST AND BROADWAY,NEW YORK,NY",CARD;ILL;COL;4.75X7.5;,DAILY,COAT OF ARMS IN UPPER LEFT;,1900-2108,Empty,Empty,1900-02-24,HOTEL MARIE ANTOINETTE,Empty,DOLLARS,$,COMPLETE,2,82
13079,NO NAME,COLONIAL HOTEL,LUNCHEON,COMMERCIAL,"NASSAU, N.P. BAHAMAS",CARD;COL;4X7.5;,DAILY,None,1900-2109,Empty,Empty,1900-02-24,COLONIAL HOTEL,Empty,UNKNOWN,&&&,COMPLETE,2,62
13080,NO NAME,CUNARD LINE,BREAKFAST,COMMERCIAL,"R.M.S. ""ETRURIA""",CARD;ILL;COL;4.25X6.5;,DAILY,PRICED WINE LIST ON BACK;,1900-2112,Empty,Empty,1900-02-25,CUNARD LINE,Empty,SHILLINGS,s,COMPLETE,2,91
13081,NO NAME,RED STAR LINE,LUNCH,COMMERCIAL,RMS OCEANIC,CARD;ILL;COL;3.25X5;,DAILY,RED FLAG WITH WHITE STAR ON TOP CENTER;MONOGRAM;,1900-2114,Empty,Empty,1900-02-25,RED STAR LINE,Empty,UNKNOWN,&&&,COMPLETE,2,28
13082,NO NAME,DEUTSCHE GESANDTSCHAFT,LUNCH,GOVT,"PETROLOLIS, BRAZIL",CARD;ILL;3.75X7;,DAILY,DATE AND ITEMS OF FOOD WRITTEN BY HAND;EMBOSSED COAT OF ARMS CENTER TOP;,1900-2116,Empty,Empty,1900-02-25,DEUTSCHE GESANDTSCHAFT,Empty,UNKNOWN,&&&,COMPLETE,2,7
13083,NO NAME,CUNARD LINE,LUNCHEON,COMMERCIAL,RMS CAMPANIA,CARD;ILL;COL;4.25X6.5;,DAILY,RED FLAG WITH LION ON UPPER LEFT;PRICED WINE LIST ON BACK OF CARD,1900-2118,Empty,Empty,1900-02-25,CUNARD LINE,Empty,SHILLINGS,s,COMPLETE,2,99
13084,NO NAME,RED STAR LINE,LUNCH,COMMERCIAL,RMS OCEANIC,FOLDER;ILL;4.5X6.25;,---------,OCEANIC OF 1871 PICTURED ON FRONT COVER;,1900-2121,Empty,Empty,1900-02-25,RED STAR LINE,Empty,UNKNOWN,&&&,COMPLETE,4,24
13085,NO NAME,RED STAR LINE,BREAKFAST,COMMERCIAL,SS SOUTHWAREZ,CARD;ILL;COL;5X8;,DAILY,HANDWRITTEN MECHANICALLY REPRODUCED;SHIPS AT SEA WITH BIRDS;MENU HANDWRITTEN IN GERMAN ON BACK;,1900-2129,Empty,Empty,1900-02-25,RED STAR LINE,Empty,UNKNOWN,&&&,COMPLETE,2,33
13086,NO NAME,RED STAR LINE,LUNCH,COMMERCIAL,SS SOUTHWAREZ,CARD;ILL;COL;5X8;,DAILY,"HANDWRITTEN MECHANICALLY REPRODUCED;NAKEN CHILD WITH BIB EATING;GARLAND OF FACES,UTENSILS,ETC.AROUND CARD;MENU HANDWRITTEN IN GERMAN ON BACK;",1900-2130,Empty,Empty,1900-02-25,RED STAR LINE,Empty,UNKNOWN,&&&,COMPLETE,2,34
13087,NO NAME,RED STAR LINE,DINNER,COMMERCIAL,SS SOUTHWAREZ,CARD;ILL;COL;5X8;,DAILY,HANDWRITTEN MECHANICALLY REPRODUCED;SHIPS AT SEA WITH MEN IN ROW BOAT IN FRONT OF CITY;PRICED WINE LIST ON BACK,1900-2131,Empty,Empty,1900-02-25,RED STAR LINE,Empty,FRANCS,FF,COMPLETE,2,57
13088,NO NAME,NORDDEUTSCHER LLOYD BREMEN,DINNER,COMMERCIAL,"SS ""KAISER WLHELM II""",FOLDER; ILLUS; COL; 5.25X7.5;,OTHER DAILY,GERMAN & ENGLISH; CONCERT PROGRAM ON BACK OF MENU; MOUNTAIN & SEASIDE SKETCH ON COVER;,1900-2132,Empty,Empty,1900-02-25,NORDDEUTSCHER LLOYD BREMEN,Empty,UNKNOWN,&&&,COMPLETE,4,34
13089,NO NAME,CHESAPEAKE & OHIO RAILWAY,LUNCHEON,COMMERCIAL,DINING CAR,CARD; 4.75X7.0;,---------,"HAND-WRITTEN DATE: ""MAY 1900"" [FEB?];",1900-3115,Empty,Empty,1900-05-01,CHESAPEAKE & OHIO RAILWAY,Empty,UNKNOWN,&&&,COMPLETE,2,28
13090,NO NAME,B&O BLUE LINE,LUNCHEON A LA CARTE,COMMERCIAL,"DINING CAR ""PALMER""",CARD; 6.0X8.0;,---------,"DATE HAND WRITTEN: ""MAY, 1900"" [FEB?];",1900-3117,Empty,Empty,1900-05-01,B&O BLUE LINE,Empty,DOLLARS,$,COMPLETE,2,55
13091,NO NAME,B&O BLUE LINE,"SUPPER, A LA CARTE",COMMERCIAL,"DINING CAR ""PALMER""",CARD; 6.0X8.0;,---------,"DATE HAND WRITTEN: ""MAY, 1900"" [FEB?];",1900-3118,Empty,Empty,1900-05-01,B&O BLUE LINE,Empty,DOLLARS,$,COMPLETE,2,62
13092,NO NAME,ROAD DRIVERS' ASSOCIATION OF NEW YORK,BUFFET LUNCH,SOC,"""THE CLUB,"" NEW YORK, NY",CARD; ILLUS; 4.5X6.75;,---------,INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; SKETCH OF FIRST ANNUAL PARADE OF ROAD DRIVERS' ASSOC. ON BACK OF MENU; LISTS OFFICERS & COMMITTEE;,1900-3129,Empty,Empty,1900-05-05,ROAD DRIVERS' ASSOCIATION OF NEW YORK,Empty,UNKNOWN,&&&,COMPLETE,2,21
13093,NO NAME,BATTLE CREEK SANITARIUM,BREAKFAST,COMMERCIAL,"BATTLE CREEK, MI",FOLDER; ILLUS; 4.5X6.5;,---------,SPECIAL DIETARY MENU ITEMS; ILLUSTRATION OF SANITARIUM ON COVER;,1900-3145,Empty,Empty,1900-05-06,BATTLE CREEK SANITARIUM,Empty,UNKNOWN,&&&,COMPLETE,4,64
13097,NO NAME,PENNSYLVANIA RAILROAD,BREAKDAST,COMMERCIAL,EN ROUTE ABOARD DINING CARS,CARD; 4.75 X 6.25;,---------,PRIX FIXE MENU; LOGO;,1900-3173,Empty,Empty,1900-05-08,PENNSYLVANIA RAILROAD,Empty,UNKNOWN,&&&,COMPLETE,2,39
13098,NO NAME,PENNSYLVANIA RAILROAD,DINNER,COMMERCIAL,EN ROUTE ABOARD DINING CARS,CARD; COL; 4.75 X 6.25;,---------,PRIX FIXE MENU; BLUE WASH; LOGO;,1900-3174,Empty,Empty,1900-05-08,PENNSYLVANIA RAILROAD,Empty,UNKNOWN,&&&,COMPLETE,2,22
13099,NO NAME,PACIFIC MAIL STEAMSHIP COMPANY,TIFFIN,COMMERCIAL,EN ROUTE ABOARD CITY OF RIO DE JANEIRO,BROADSIDE; 5.5 X 8.5;,---------,HANDWITTEN; ORNAMENTAL BORDER;,1900-3177,Empty,Empty,1900-05-08,PACIFIC MAIL STEAMSHIP COMPANY,Empty,UNKNOWN,&&&,COMPLETE,2,19
13100,NO NAME,HAMBURG-AMERICAN LINE,DINNER,COMMERCIAL,EN ROUTE ABOARD POST-DAMPFER MAIL STEAMER GRAF WALDERSEE,FOLDER; ILLUS; COK; 4.5 X 7;,---------,MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF MARINE SCENES; MUSICAL PROGRAM;,1900-3180,Empty,Empty,1900-05-08,HAMBURG AMERICAN LINE,Empty,UNKNOWN,&&&,COMPLETE,4,14
13101,NO NAME,CUNARD LINE,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD R.M.S. ETRURIA,CARD; ILLUS; 4.25 X 6.5;,---------,FLAG LOGO; PRICED WINE LIST IN BRITISH CURRENCY;,1900-2296,Empty,Empty,1900-03-05,CUNARD LINE,Empty,UNKNOWN,&&&,COMPLETE,2,100
13102,NO NAME,CUNARD LINE,LUNCHEON,COMMERCIAL,EN ROUTE ABOARD R.M.S. ETRURIA,CARD; ILLUS; 4.25 X 6.5;,---------,FLAG LOGO; PRICED WINE LIST IN BRITISH CURRENCY;,1900-2297,Empty,Empty,1900-03-05,CUNARD LINE,Empty,UNKNOWN,&&&,COMPLETE,2,128
13103,NO NAME,CUNARD LINE,DINNER,COMMERCIAL,EN ROUTE ABOARD R.M.S. ETRURIA,CARD; ILLUS; 4.25 X 6.5;,---------,FLAG LOGO; PRICED WINE LIST IN BRITISH CURRENCY;,1900-2298,Empty,Empty,1900-03-05,CUNARD LINE,Empty,SHILLINGS,s,COMPLETE,2,94
13104,NO NAME,NO SPONSOR,NO EVENT,NO VENUE,NO PLACE,,---------,None,,Empty,Empty,1900-03-05,CUNARD LINE,Empty,SHILLINGS,s,COMPLETE,2,101
13105,NO NAME,RIGHT WORSHIPFUL THE MAYOR A.W.WARE,FAREWELL BANQUET TO THE S.A. BUSHMEN'S CORPS ON THE EVE OF THEIR DEPARTURE FOR SOUTH AFRICA,MIL,"ADELAIDE, AUSTRALIA",CARD; ILLUS; COL; 3.25 X 6.75;,COMPLIMENTARY/TESTIMONIAL,"DISHES DESIGNATED WITH AFRIKAANS NAMES; RED, WHITE, AND BLUE FLAGS (AUSTRALIAN AND SOUTH AFRICAN?); LEAVES AND LION;",1900-2299,Empty,Empty,1900-03-05,RIGHT WORSHIPFUL THE MAYOR A.W.WARE,Empty,UNKNOWN,&&&,COMPLETE,2,13
13106,NO NAME,SOCIETY OF COLONIAL WARS IN THE STATE OF MINNESOTA,AVVIVERSARY OF THE BOSTON MASSACRE,PATR,"MINNEAPOLIS CLUB MINNEAPOLIS, MN",FOLDER; COL; 5.5 X 7;,ANNIVERSARY,WINES; CREST; RED AND BLACK PRINT; TOASTS; NAME MR. CHITTENDEN HANDWRITTEN ON BACK;,1900-2302,Empty,Empty,1900-03-05,SOCIETY OF COLONIAL WARS IN THE STATE OF MINNESOTA,Empty,UNKNOWN,&&&,COMPLETE,4,19
13107,NO NAME,COLOMBO HOTEL,DAILY MENU,COMMERCIAL,"149 BLEECKER STREET, NEW YORK",BROADSIDE; 5.5 X 11;,---------,"TYPED; DATE NOTED BY HAND;COUNTRY RESORT, WHITE HOUSE HOTEL, FORT WADSWORTH S.I. NOTED;",1900-2303,Empty,Empty,1900-02-06,HOTEL COLOMBO,Empty,DOLLARS,$,COMPLETE,2,26
13108,NO NAME,COLOMBO HOTEL,TABLE D'HOTE DINNER,COMMERCIAL,"149 BLEECKER STREET, NEW YORK",BROADSIDE; 5.5 X 11;,---------,"PINT OF CLARET INCLUDED; TYPED; DATE NOTED BY HAND;COUNTRY RESORT, WHITE HOUSE HOTEL, FORT WADSWORTH S.I. NOTED;",1900-2304,Empty,Empty,1900-02-06,HOTEL COLOMBO,Empty,UNKNOWN,&&&,COMPLETE,2,10
13110,NO NAME,RED STAR LINE,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD S.S. WESTERNLAND,CARD; ILLUS; 5 X 8;,---------,HANDWRITTEN; MARINE SCENE;,1900-2318,Empty,Empty,1900-03-06,RED STAR LINE,Empty,UNKNOWN,&&&,COMPLETE,2,17
13111,NO NAME,FRANCES ECKMAN & ARTHUR HERZOG,WEDDING DINNER,SOC,DELMONICO'S NY,CARD; GOLD DECORATION; 3 X 6;,RITE,MENU IN FRENCH;,1900-2322,Empty,Empty,1900-03-06,FRANCES ECKMAN & ARTHUR HERZOG,Empty,UNKNOWN,&&&,COMPLETE,2,23
13112,NO NAME,QUEBEC STEAMSHIP COMPANY - SS TRINIDAD,BREAKFAST,COMMERCIAL,EN ROUTE,BROADSIDE; ILLUS; COL; 5.25 X 8.5;,BREAKFAST,MENU HANDWRITTEN;,1900-2328,Empty,Empty,0190-03-06,QUEBEC STEAMSHIP COMPANY SS TRINIDAD,Empty,UNKNOWN,&&&,COMPLETE,2,32
13113,NO NAME,QUEBEC STEAMSHIP COMPANY - SS TRINIDAD,DINNER,COMMERCIAL,EN ROUTE,BROADSHEET; ILLUS; COL; 5.25 X 8.5;,DAILY,MENU HANDWRITTEN; BAGGAGE CHARGES FROM PIERS IN QUEBEC & NY LISTED;,1900-2329,Empty,Empty,1900-03-06,QUEBEC STEAMSHIP COMPANY SS TRINIDAD,Empty,UNKNOWN,&&&,COMPLETE,2,40
13114,NO NAME,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FLORIDA",BROADSIDE; ILLUS; COL; 5 X 7;,---------,None,1900-2331,Empty,Empty,1900-03-07,TAMPA BAY HOTEL,Empty,UNKNOWN,&&&,COMPLETE,2,51
13115,NO NAME,QUEBEC STEAMSHIP CO. - SS TRINIDAD,BREAKFAST,COMMERCIAL,EN ROUTE,BROADSIDE; FLAG ILLUS; 5.25 X 8.5;,DAILY,MENU HANDWRITTEN;,1900-2337,Empty,Empty,1900-03-07,QUEBEC STEAMSHIP CO. SS TRINIDAD,Empty,UNKNOWN,&&&,COMPLETE,2,29
13116,NO NAME,QUEBEC STEAMSHIP CO. - SS TRINIDAD,LUNCHEON,COMMERCIAL,EN ROUTE,BROADSHEET;FLAG ILLUS; 5.25 X 8.5;,DAILY,MENU HANDWRITTEN; BAGGAGE CHARGES FROM BOTH QUEBEC & NY LISTED ;,1900-2338,Empty,Empty,1900-03-07,QUEBEC STEAMSHIP CO. SS TRINIDAD,Empty,UNKNOWN,&&&,COMPLETE,2,35
13117,NO NAME,CASTLE GARDEN HOTEL,BILL OF FARE,COMMERCIAL,9 & 10 BATTERY PL. NY,BROADSIDE; ILLUS OF HOTEL; 8 X 11;,DAILY,ALL HANDWRITTEN; IN POOR CONDITION;,1900-2339,Empty,Empty,1900-03-07,CASTLE GARDEN HOTEL,Empty,DOLLARS,$,COMPLETE,2,25
13118,NO NAME,HOTEL MAJESTIC,LUNCHEON,COMMERCIAL,"HOTEL MAJESTIC, NEW YORK, NY",CARD; 4.5X7.25;,---------,None,1900-2533,Empty,Empty,1900-03-21,HOTEL MAJESTIC,Empty,DOLLARS,$,COMPLETE,2,67
13119,NO NAME,HOTEL MAJESTIC,BREAKFAST,COMMERCIAL,"NEW YORK, NY",CARD; 5.5X8.5;,---------,"LOGO PRINTED IN PURPLE: LION AND BULL RAMPANT, SHIELD WITH ""MAJESTIC"" ON DIAGONAL, SURMOUNTED WITH CROWN;",1900-2537,Empty,Empty,1900-03-21,HOTEL MAJESTIC,Empty,DOLLARS,$,COMPLETE,2,118
13120,NO NAME,HOTEL MANHATTAN,CARTE DU JOUR/DINNER,COMMERCIAL,"MADISON AVE & 42ND ST., NEW YORK, NY",CARD; 6.0X9.5;,---------,None,1900-2538,Empty,Empty,1900-03-21,HOTEL MANHATTAN,Empty,DOLLARS,$,COMPLETE,2,177
13121,NO NAME,HOTEL GRENOBLE/WARREN LELAND JR.,LUNCH,COMMERCIAL,"NEW YORK, NY",BROADSHEET; 7.0X11.0;,---------,"PALE BUFF CARD WITH GARLAND BORDER AND NAME OF HOTEL PRINTED IN PINK; PRICED WINE LIST; NOTATION:; ""WESTERN UNION TELEGRAPH, LONG DISTANCE AND LOCAL TELEPHONE IN READING ROOM. CIGARS AND NEWS STAND IN MAIN OFFICE.""",1900-2539,Empty,Empty,1900-03-21,HOTEL GRENOBLE/WARREN LELAND JR.,Empty,DOLLARS,$,COMPLETE,2,274
13122,NO NAME,HOTEL MAJESTIC,DINNER,COMMERCIAL,"CENTRAL PARK WEST, 72ND & 71ST STS., NEW YORK, NY",CARD; 6.75X11.0;,---------,None,1900-2540,Empty,Empty,1900-03-21,HOTEL MAJESTIC,Empty,DOLLARS,$,COMPLETE,2,174
13123,NO NAME,CUNARD LINE,BREAKFAST,COMMERCIAL,RMS CAMPANIA,CARD; ILLUS; COL; 4.25X6;,---------,INCLUDES PRICED WINE LIST ON BACK OF MENU; STEAMSHIP FLAG AT TOP OF MENU;,1900-1119,Empty,Empty,1900-02-16,CUNARD LINE,Empty,SHILLINGS,s,COMPLETE,2,113
13124,NO NAME,NO SPONSOR,NO EVENT,NO VENUE,NO PLACE,,---------,None,,Empty,Empty,1900-02-16,CUNARD LINE,Empty,SHILLINGS,s,COMPLETE,2,109
13125,NO NAME,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,EN ROUTE ABOARD SCHNELLDAMPFER EXPRESS STEAMER COLUMBIA,CARD; 5 X 8; ILLUS;,---------,"MENU IN GERMAN AND ENGLISH; ILLUSTRAION OF SHIP, WOMAN IN CLASSIC ROMAN(?) DRESS HOLDING SHIELD WITH INITIALS H. A. P. A. G.;",1900-1122,Empty,Empty,1900-02-17,HAMBURG AMERIKA LINIE,Empty,UNKNOWN,&&&,COMPLETE,2,29
13126,NO NAME,USMS ST LOUIS,LUNCHEON,COMMERCIAL,EN ROUTE,CARD; 4 X 6.25;,---------,PRICED WINE LIST AND RATES OF EXCHANGE ON BACK; FLAG;,1900-1123,Empty,Empty,1900-02-15,USMS ST LOUIS,Empty,DOLLARS,$,COMPLETE,2,100
13127,NO NAME,PUTNAM HOUSE,DINNER,CAM,"NEW YOK, NY",CARD; 4.5 X 7.25;,---------,TABLE D'HOTE DINNER INCLUDING WINE; A LA CARTE MENU AS WELL;,1900-1126,Empty,Empty,1900-02-17,PUTNAM HOUSE,Empty,DOLLARS,$,COMPLETE,2,26
13128,NO NAME,CUNARD STEAMSHIP COMPANY LTD.,LUNCHEON,COMMERCIAL,EN ROUTE ABOARD R.M.S. ETRURIA,CARD; 4.5 X 6.5;,---------,"PRICED WINE LIST IN ENGLISH CURRENCY ONLY; ALL BEVERAGES EXCEPT WINE TO BE PAID 'AT THE TIME', WINE BILLS COLLECTED THE DAY BEFORE ARRIVAL;",1900-1128,Empty,Empty,1900-02-17,CUNARD STEAMSHIP COMPANY LTD.,Empty,SHILLINGS,s,COMPLETE,2,107
13129,NO NAME,CUNARD LINE,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD R.M.S. LUCANIA,CARD; 4.5 X 7.25;,---------,LOGO; PRICED WINE LIST ON BACK WITH PRICES IN BRITISH CURRENCY;,1900-2776,Empty,Empty,1900-04-13,CUNARD LINE,Empty,SHILLINGS,s,COMPLETE,2,104
13130,NO NAME,ROYAL HOTEL GIBRALTER,DINNER,COMMERCIAL,GIBRALTER,CARD; 4.5 X 7;,---------,HANDWRITTEN; ORNAMENTAL BORDER; NAME OF MAJ. S.T. ARMSTRONG NOTED BY FEB;,1900-2779,Empty,Empty,1900-04-13,ROYAL HOTEL GIBRALTER,Empty,UNKNOWN,&&&,COMPLETE,2,8
13134,NO NAME,ALPHA KAPPA PHI,DINNER,SOC,"HOTEL MANHATTAN, NY",CARD; 4.5 X 7;,ANNIVERSARY,None,1900-2787,Empty,Empty,1900-04-14,ALPHA KAPPA PHI,Empty,UNKNOWN,&&&,COMPLETE,2,17
13136,NO NAME,MURRAY HILL HOTEL,BREAKFAST,COMMERCIAL,"NEW YORK, NY",CARD;ILL;COL;4.25X6.5;,EASTER,PRESENTED BY CATHARINE B.ALSOP LEFFINGWELL WRITTEN ON BACK;,1900-2791,Empty,Empty,1900-04-15,MURRAY HILL HOTEL,Empty,DOLLARS,$,COMPLETE,2,55
13141,NO NAME,GERMAN RESTAURANT AND BUFFET,DAILY MENU,COMMERCIAL,"137 E. MADISON ST. CHICAGO, IL",FOLDER; 4.5 X 10.75;,---------,PRICED MENU; PRICED BEERS; DATE HANDWRITTEN; MUSICAL PERFORMERS LISTED ON FRONT COVER;,1900-3192,Empty,Empty,1900-05-09,GERMAN RESTAURANT AND BUFFET,Empty,DOLLARS,$,COMPLETE,4,127
13142,NO NAME,RIGGS HOUSE,DINNER,COMMERCIAL,"WASHINGTON, DC",CARD; 5.25 X 6.25;,---------,NOTE ABOUT THE NEW GRAND-POLITE VAUDEVILLE;,1900-3194,Empty,Empty,1900-05-09,RIGGS HOUSE,Empty,UNKNOWN,&&&,COMPLETE,2,50
13146,NO NAME,DEWEY HOTEL,LUNCHEON,COMMERCIAL,"WASHINGTON, DC",BROADSIDE; ILLUS; 4.5 X 7.5;,DAILY,None,1900-3215,Empty,Empty,1900-05-10,DEWEY HOTEL,Empty,UNKNOWN,&&&,COMPLETE,2,49
13148,NO NAME,GORDON HOTEL,BREAKFAST,COMMERCIAL,"WASHINGTON, DC",BROADSIDE; ILLUS; COL; 5 X 8.5;,DAILY,None,1900-3217,Empty,Empty,1900-05-10,GORDON HOTEL,Empty,UNKNOWN,&&&,COMPLETE,2,98
13149,NO NAME,GORDON HOTEL,LUNCHEON,COMMERCIAL,"WASHINHTON,D.C.",BROADSIDE; ILLUS; COL; 5.25 X 8.5;,DAILY,None,1900-3218,Empty,Empty,1900-05-10,GORDON HOTEL,Empty,UNKNOWN,&&&,COMPLETE,2,48
13150,NO NAME,GORDON HOTEL,DINNER,COMMERCIAL,"WASHINGTON, DC",BOOKLET;ILLUS; COL; 5 X 7;,DAILY,HOURS FOR ORCHESTRA INCLUDED;,1900-3219,Empty,Empty,1900-05-10,GORDON HOTEL,Empty,UNKNOWN,&&&,COMPLETE,4,50
13154,NO NAME,REFORM CLUB,CARTE DU JOUR,COMMERCIAL,"NEW YORK, NY",CARD;6X10;,DAILY,NEW YORK CITY HANDWRITTEN BY FB;TWO NAMES AND DATE 12TH OF FEBRUARY 1901 HANDWRITTEN ON BACK OF MENU;,1900-3247,Empty,Empty,1900-05-12,REFORM CLUB,Empty,DOLLARS,$,COMPLETE,2,85
13155,NO NAME,BLOTTNER'S CAFE & RESTAURANT,BILL OF FARE,COMMERCIAL,"178 BROADWAY, NY",BROADSIDE; 6 X 9.25;,DAILY,MENU ALL HANDWRITTEN; WINE LIST & PRICES ON BORDER;,1900-2340,Empty,Empty,1900-03-07,BLOTTNER'S CAFE & RESTAURANT,Empty,DOLLARS,$,COMPLETE,2,38
13157,NO NAME,PRATT INSTITUTE GRADUATES ASSOCIATION LIBRARY SCHOOL,DINNER,EDUC,"CHELSEA, THE",BROADSIDE; HOTEL EMBLEM; 4 X 6.25;,---------,MENU HANDWRITTEN;,1900-2344,Empty,Empty,1900-03-08,PRATT INSTITUTE GRADUATES ASSOCIATION LIBRARY SCHOOL,Empty,UNKNOWN,&&&,COMPLETE,2,11
13162,NO NAME,HOSPITAL,DAILY MENUS,OTHER: HOSPITAL,NO PLACE,BROADSIDES (6); 4.0X12.5;,---------,"SIX STRIPS OF NOTEBOOK PAPER; HAND-WRITTEN; EACH STRIP CONTAINS BREAKFAST, LUNCH/DINNER, SUPPER/DINNER MENUS FOR VARIOUS RANKINGS OF CONSUMERS; I.E., PRIVATE PATIENTS, STAFF, MALE & FEMALE HELP, SUPT, ORDERLIES, NURSES;",1900-2358,Empty,Empty,1900-03-09,HOSPITAL,Empty,UNKNOWN,&&&,COMPLETE,12,142
13166,NO NAME,GRENOBLE HOTEL,CARTE DU JOUR,COMMERCIAL,"NEW YORK, NY",BROADSHEET; 6.0X9.0;,---------,"PALE BUFF CARD; PRICED WINE LIST; NOTATION:; ""WESTERN UNION TELEGRAPH, LONG DISTANCE AND LOCAL TELEPHONE IN READING ROOM. CIGARS AND NEWS STAND IN MAIN OFFICE.""",1900-2542,Empty,Empty,1900-03-21,GRENOBLE HOTEL,Empty,DOLLARS,$,COMPLETE,2,300
13167,NO NAME,BATTERY PARK HOTEL,DINNER,COMMERCIAL,"ASHEVILLE,NC",FOLDER; ILLUS; 4.75X7.25;,---------,"[ILLUS OF HOTEL?]; WINE LIST; NOTATION: ""SECURE TICKETS NOW AT OFFICE FOR ASHEVILLE MUSIC FESTIVAL, THEODORE THOMAS CHICAGO ORCHESTRA, GRAND OPERA HOUSE, MARCH 21ST AND 22ND""; REAR PAGE: ""WHERE TO GO: POINTS OF INTEREST, WITH DISTANCES FROM BATTERY PARK H",1900-2543,Empty,Empty,1900-03-19,BATTERY PARK HOTEL,Empty,DOLLARS,$,COMPLETE,4,130
13170,NO NAME,MANDEL'S TEA ROOMS,SPECIAL LENTEN DISHES,COMMERCIAL,NO PLACE,BROADSIDE; 4.5X7.25;,---------,PRICED MENU;,1900-2548,Empty,Empty,1900-03-22,MANDEL'S TEA ROOMS,Empty,DOLLARS,$,COMPLETE,2,68
13171,NO NAME,CROMWELL STEAMSHIP COMPANY,MENU,COMMERCIAL,NO PLACE,BROADSIDE; ILLUS; COL; 4X9;,---------,"STEAMSHIP COMPANY FLAG AT TOP OF MENU, DECORATIVE BORDER;",1900-2549,Empty,Empty,1900-03-22,CROMWELL STEAMSHIP COMPANY,Empty,UNKNOWN,&&&,COMPLETE,2,19
13172,NO NAME,CROMWELL STEAMSHIP COMPANY,DINNER,COMMERCIAL,NO PLACE,BROADSIDE; ILLUS; COL; 4.5X9;,---------,HANDWRITTEN IN BLACK INK; STEAMSHIP FLAG AT TOP OF MENU; DECORATIVE BORDER;,1900-2555,Empty,Empty,1900-03-23,CROMWELL STEAMSHIP COMPANY,Empty,UNKNOWN,&&&,COMPLETE,2,16
13175,NO NAME,CRISTOFORO COLOMBO RESTAURANT,BILL OF FARE,COMMERCIAL,"NEW YORK, NY",BROADSIDE; 7X12;,---------,ITALIAN; ALL ITEMS 5C AND 10C; [DATE INFO SUPPLIED BY FEB]; SPECIAL ITEMS HANDWRITTEN;,1900-2574,Empty,Empty,1900-03-25,CRISTOFORO COLOMBO RESTAURANT,Empty,UNKNOWN,&&&,COMPLETE,2,50
13181,NO NAME,CITY HALL CELLAR,LUNCH,COMMERCIAL,"CHAMBERS STEET AND BROADWAY,NEW YORK,NY",FOLDER;ILL;6X7.5;,DAILY,PICTURE OF MAN ON FRONT COVER;BEER SERVED WITH 40 CENTS LUNCH;DATE HANDWRITTEN BY FB;BROADWAY-CHAMBERS BUILDING PICTURED ON BACK COVER;,1900-2802,Empty,Empty,1900-04-15,CITY HALL CELLAR,Empty,DOLLARS,$,COMPLETE,4,37
13182,NO NAME,CAFE BOULEVARD,DINNER,COMMERCIAL,"156 SECOND AVE, NY",CARD;ILL;5X7;,EASTER,DECORATIVE STRIP ACROSS TOP;,1900-2806,Empty,Empty,1900-04-15,CAFE BOULEVARD,Empty,DOLLARS,$,COMPLETE,2,16
